py,ch,en
jiàn,饯,"farewell dinner / preserves
farewell dinner / preserves"
jiàn,箭,"arrow
arrow / CL:支[zhi1]"
jiàn,建,"to establish / to found / to set up / to build / to construct
to establish / to found / to set up / to build / to construct"
jiàn,毽,"shuttlecock
shuttlecock"
jiàn,件,"a measure word for thing, clothes, item
item / component / classifier for events, things, clothes etc"
jiàn,贱,"inexpensive / lowly
inexpensive / lowly"
jiàn,剑,"(double-edged) sword
variant of 劍|剑[jian4]"
jiàn,舰,"warship
warship"
jiàn,健,"healthy
healthy / to invigorate / to strengthen / to be good at / to be strong in"
jiàn,僭,"usurp
to usurp"
jiàn,溅,"splash
to splash"
jiàn,涧,"mountain stream
mountain stream"
jiàn,槛,"bar / railing, door sill / threshold
door sill / threshold"
jiàn,见,"to see / to meet / to appear (to be sth) / to interview, appear
to appear / also written 現|现[xian4]"
jiāng,江,"river
river / CL:條|条[tiao2],道[dao4]"
jiāng,豇,"cowpeas / black-eyed beans
cowpeas / black-eyed beans"
jiāng,僵,"rigid / deadlock / stiff (corpse), stiff (corpse)
variant of 僵[jiang1]"
jiāng,疆,"border / boundary
border / boundary"
jiāng,姜,"(surname) / ginger, ginger
ginger"
jiāng,将,"(will, shall, ""future tense"") / ready / prepared / to get / to use, a general
to desire / to invite / to request"
jiāng,浆,"broth / serum / to starch, starch paste
starch paste"
jiǎng,桨,"oar / paddle
oar / paddle"
jiǎng,讲,"to talk / speech / to speak / to tell / to explain
to speak / to explain / to negotiate / to emphasise / to be particular about / as far as sth is concerned / speech / lecture"
jiǎng,奖,"prize / award / encouragement
prize / award / encouragement / CL:個|个[ge4]"
jiǎng,耩,"to plough / to sow
to plow / to sow"
jiǎng,蒋,"(surname)
surname Jiang / refers to Chiang Kai-shek 蔣介石|蒋介石"
jiàng,洚,"flood
flood"
jiàng,匠,"craftsman
craftsman"
jiàng,酱,"jam / thick sauce
thick paste of fermented soybean / marinated in soy paste / paste / jam"
jiàng,绛,"purple-red
purple-red"
jiàng,降,"to drop / to fall / to come down / to descend, surrender
to surrender / to capitulate / to subdue / to tame"
jiāo,交,"to deliver / to turn over / to make friends / to intersect (lines) / to pay (money)
to hand over / to deliver / to pay (money) / to turn over / to make friends / to intersect (lines)"
jiāo,礁,"reef / shoal rock
reef / shoal rock"
jiāo,浇,"to water
to pour liquid / to irrigate (using waterwheel) / to water / to cast (molten metal) / to mold"
jiāo,骄,"proud / arrogant
proud / arrogant"
jiāo,郊,"suburb
suburbs / outskirts"
jiāo,茭,"Zizania aquatica
Zizania aquatica"
jiāo,僬,"clever / pigmies
see 僬僬[jiao1 jiao1]"
jiāo,姣,"(surname) / cunning / pretty
cunning / pretty"
jiāo,跤,"bones of leg / wrestle
a tumble / a fall"
jiāo,蕉,"banana
see 蕉萃[qiao2 cui4]"
jiāo,蛟,"scaly dragon
a legendary dragon with the ability to control rain and floods / see also 蛟龍|蛟龙[jiao1 long2]"
xiáo,胶,"glue / gum
to glue / glue / gum / rubber"
jiāo,焦,"burnt / scorched / worried / anxious
burnt / scorched / charred / worried / anxious / coke"
jiāo,娇,"lovable / pampered / tender / delicate / frail
lovable / pampered / tender / delicate / frail"
jiāo,椒,"pepper
pepper"
jiāo,鹪,"eastern wren
eastern wren"
jiǎo,鲛,"shark
see 鮫魚|鲛鱼[jiao1 yu2]"
jiào,教,"teach, religion / teaching
religion / teaching / to make / to cause / to tell"
jiáo,嚼,"to chew, to chew
to chew / also pr. [jue2]"
jiǎo,狡,"crafty / cunning / sly
crafty / cunning / sly"
jiǎo,缴,"hand in / hand over
to hand in / to hand over / to seize"
jiǎo,挢,"correct
to raise / to lift / to pretend / counterfeit / unyielding / variant of 矯|矫[jiao3] / to correct"
jiǎo,绞,"hang (a criminal) / to turn / to twist / to wind
to twist (strands into a thread) / to entangle / to wring / to hang (by the neck) / to turn / to wind / classifier for skeins of yarn"
jiǎo,饺,"dumplings with meat filling
dumplings with meat filling"
jiǎo,佼,"handsome
handsome"
jiǎo,皎,"bright / white
bright / white"
jiǎo,矫,"dissemble / rectify
to correct / to rectify / to redress / strong / brave / to pretend / to feign / affectation"
jiǎo,搅,"to disturb / to annoy / to mix / to stir
to disturb / to annoy / to mix / to stir"
jiǎo,铰,"scissors / to cut (with scissors)
scissors / to cut (with scissors)"
jiào,徼,"by mere luck, boundary / go around
boundary / to go around"
jiǎo,脚,"a kick / foot / role, role
variant of 角[jue2] / role"
jiǎo,角,"angle / horn / horn-shaped, Chinese musical note / angle / horn
role (theater) / to compete / ancient three legged wine vessel / third note of pentatonic scale"
jiǎo,湫,"marsh
marsh"
jiǎo,侥,"by mere luck
by mere luck"
jiào,醮,"perform sacrifice
to perform sacrifice"
jiào,叫,"to (be) call(ed)
variant of 叫[jiao4]"
jiào,窖,"cellar
cellar"
jiào,酵,"yeast
yeast / leavening / fermentation / Taiwan pr. [xiao4]"
jiào,较,"clear / distinct / compare / comparatively
to compare / to dispute / compared to / (before adj.) relatively / comparatively / rather / also pr. [jiao3]"
jiào,轿,"sedan chair
a sedan chair / a palanquin / a litter"
jué,觉,"a nap / a sleep, feel / find that / thinking / awake / aware
to feel / to find that / thinking / awake / aware"
jiào,峤,"highest peak
highest peak"
xiào,校,"proofread / to check / to compare, school
school / military officer / CL:所[suo3]"
jiē,街,"street
street / CL:條|条[tiao2]"
jiē,揭,"lift off (a cover) / divulge
to take the lid off / to expose / to unmask"
jiē,阶,"rank or step / stairs
rank or step / stairs"
jiē,喈,"harmonious (of music)
harmonious (of music)"
jiē,皆,"all / each and every / in all cases
all / each and every / in all cases"
jiē,接,"to extend / to connect / to receive / to join
to receive / to answer (the phone) / to meet or welcome sb / to connect / to catch / to join / to extend / to take one's turn on duty / to take over for sb"
jié,结,"knot / sturdy / to bear (fruit) / bond / to tie / to bind
knot / sturdy / bond / to tie / to bind / to check out (of a hotel)"
jiē,嗟,"sigh, sigh
sigh / also pr. [jue1]"
xié,偕,"in company with, in company with
in company with"
jié,睫,"eyelashes
eyelashes"
jié,拮,"antagonistic / laboring hard / pressed
antagonistic / laboring hard / pressed"
jié,婕,"handsome
handsome"
jié,鲒,"oyster
oyster"
jié,竭,"exhaust
to exhaust"
jié,洁,"clean
clean"
jié,羯,"castrate a ram / deer's skin
ram, esp. gelded / to castrate / deer's skin"
jié,讦,"accuse / pry
to accuse / to pry"
jié,捷,"victory / triumph / quick / prompt / rapid
victory / triumph / quick / nimble / prompt"
jié,劫,"plunder
to rob / to plunder / to seize by force / to coerce / calamity / abbr. for kalpa 劫波[jie2 bo1]"
jié,杰,"hero / heroic
variant of 傑|杰[jie2]"
jié,碣,"stone tablet
stone tablet"
jié,诘,"investigate / restrain / scold
to investigate / to restrain / to scold"
jié,桀,"(emperor of Xia dynasty) / cruel
(emperor of Xia dynasty) / cruel"
jié,截,"a section / cut off (a length)
to cut off (a length) / to stop / to intercept / section / chunk / length"
jié,孑,"alone / mosquito larvae / small
all alone"
jié,疖,"pimple, sore, boil
pimple / sore / boil"
jié,节,"festival / section / segment / point / part / to economize / to save / temperate
festival / holiday / node / joint / section / segment / part / to economize / to save / to abridge / moral integrity / classifier for segments, e.g. lessons, train wagons, biblical verses / CL:個|个[ge4]"
jié,桔,"Platycodon grandiflorus, tangerine
variant of 橘[ju2]"
jiě,姐,"older sister
older sister"
jiě,解,"to separate / to divide / to break up / to loosen / to explain / to untie / to emancipate, transport under guard, (surname)
acrobatic display (esp. on horseback) (old) / variant of 懈[xie4] and 邂[xie4] (old)"
jiè,界,"boundary / scope / extent / circles / group / kingdom (taxonomy)
boundary / scope / extent / circles / group / kingdom (taxonomy)"
jiè,疥,"scabies
scabies"
jiè,蚧,"horned toad
horned toad"
jiè,芥,"mustard
mustard"
jiè,借,"to lend / to borrow / excuse / pretext / by means of
variant of 借[jie4]"
jiè,戒,"swear off / warn against
to guard against / to exhort / to admonish or warn / to give up or stop doing sth / Buddhist monastic discipline / ring (for a finger)"
jiè,诫,"commandment / prohibit
commandment / to prohibit"
jiè,届,"arrive at (place or time) / period / to become due / measure words for events (e.g., meetings, elections)
to arrive at (place or time) / period / to become due / classifier for events, meetings, elections, sporting fixtures, years (of graduation)"
jiè,介,"introduce / lie between / between
to introduce / to lie between / between / shell / armor"
jīn,衿,"overlapping part of Chinese gown
collar / belt / variant of 襟[jin1]"
jīn,金,"metal / money / gold
gold / chemical element Au / generic term for lustrous and ductile metals / money / golden / highly respected / one of the eight ancient musical instruments 八音[ba1 yin1]"
jīn,矜,"boast / esteem / sympathize
to boast / to esteem / to sympathize"
jīn,襟,"overlapping part of Chinese gown
lapel / overlap of Chinese gown / fig. bosom (the seat of emotions) / to cherish (ambition, desires, honorable intentions etc) in one's bosom"
jīn,筋,"muscle
muscle / tendon"
jīn,斤,"catty / weight equal to 0.5 kg
catty / weight equal to 0.5 kg / (Tw) weight equal to 0.6 kg"
jīn,巾,"towel
towel / general purpose cloth / women's headcovering (old) / Kangxi radical 50"
jīn,津,"Tianjin / ferry
saliva / sweat / a ferry crossing / a ford (river crossing) / abbr. for Tianjin 天津"
jīn,今,"today / modern / present / current / this / now
today / modern / present / current / this / now"
jìn,禁,"endure, to prohibit / to forbid
to prohibit / to forbid"
jǐn,谨,"cautious
cautious / careful / solemnly / sincerely (formal)"
jǐn,瑾,"brilliancy (of gems)
brilliancy (of gems)"
jǐn,槿,"Hibiscus syriacus / transient
Hibiscus syriacus / transient"
jǐn,馑,"time of famine or crop failure
time of famine or crop failure"
jǐn,锦,"brocade / embroidered work / bright
brocade / embroidered work / bright"
jǐn,仅,"barely / only / merely
barely / only / merely"
jǐn,堇,"yellow loam / clay / season / few
clay / old variant of 僅|仅[jin3] / violet (plant)"
jǐn,卺,"nuptial wine cup
nuptial wine cup"
jǐn,廑,"careful / hut
variant of 勤[qin2]"
jǐn,紧,"tight / nervous / strict
tight / strict / close at hand / near / urgent / tense / hard up / short of money / to tighten"
jǐn,尽,"to the utmost, to use up / to exhaust / to end / to finish / to the utmost / exhausted / finished / to the limit (of sth)
to use up / to exhaust / to end / to finish / to the utmost / exhausted / finished / to the limit (of sth) / all / entirely"
jìn,晋,"name of a dynasty
to move forward / to promote / to advance"
jìn,靳,"(surname) / martingale / stingy
martingale / stingy"
jìn,缙,"red silk
red silk"
jìn,妗,"wife of mother's brother
wife of mother's brother"
jìn,荩,"Arthraxon ciliare / loyal
Arthraxon ciliare / loyal"
jìn,赆,"farewell presents
farewell presents"
jìn,近,"near / close (to) / approximately
near / close to / approximately"
jìn,噤,"unable to speak / silent
unable to speak / silent"
jìn,烬,"ashes / embers
ashes / embers"
jìn,浸,"immerse / soak / steep
to immerse / to soak / to steep / gradually"
jìn,进,"advance / enter / to come in
to go forward / to advance / to go in / to enter / to put in / to submit / to take in / to admit / (math.) base of a number system / classifier for sections in a building or residential compound"
jìng,劲,"strength, stalwart / sturdy
stalwart / sturdy / strong / powerful"
jīng,鲸,"whale
whale"
jīng,菁,"flower of leek
leek flower / lush / luxuriant"
jīng,兢,"to be fearful / apprehensive
to be fearful / apprehensive"
jīng,精,"energy / perfect / excellent / refined / very / proficient
essence / extract / vitality / energy / semen / sperm / mythical goblin spirit / highly perfected / elite / the pick of sth / proficient (refined ability) / extremely (fine) / selected rice (archaic)"
jīng,荆,"(surname) / thorns / brambles
chaste tree or berry (Vitex agnus-castus) / alternative name for the Zhou Dynasty State of Chu 楚國|楚国[Chu3 Guo2]"
jīng,睛,"eye
eye / eyeball"
liáng,惊,"to start / to be frightened / to be scared / alarm
to start / to be frightened / to be scared / alarm"
jīng,京,"capital / Beijing (abbrev.)
capital city of a country / big / algebraic term for a large number (old) / artificial mound (old)"
jīng,茎,"stalk / stem
stalk / stem / CL:條|条[tiao2]"
jīng,经,"classics / sacred book / pass through / to undergo / scripture
classics / sacred book / scripture / to pass through / to undergo / to bear / to endure / warp (textile) / longitude / menstruation / channel (TCM) / abbr. for economics 經濟|经济[jing1 ji4]"
jīng,旌,"banner / make manifest
banner / make manifest"
jīng,泾,"name of a river
Jing River"
jīng,晶,"crystal
crystal"
jǐng,警,"to alert / to warn
to alert / to warn / police"
jǐng,憬,"awaken
awaken"
jǐng,儆,"warn / admonish
to warn / to admonish"
jǐng,阱,"hole / pitfall
pitfall / trap"
jǐng,景,"bright / circumstance / scenery
bright / circumstance / scenery"
jǐng,颈,"neck
neck"
jǐng,井,"warn / well
a well / CL:口[kou3] / neat / orderly"
jǐng,刭,"cut the throat
cut the throat"
jìng,径,"path
footpath / track / diameter / straight / directly"
jìng,净,"clean, clean / completely / only
clean / completely / only / net (income, exports etc) / (Chinese opera) painted face male role"
jìng,境,"border / place / condition / boundary / circumstances / territory
border / place / condition / boundary / circumstances / territory"
jìng,婧,"modest / supple
(of woman) slender / delicate / virtuous"
jìng,胫,"lower part of leg
variant of 脛|胫[jing4]"
jìng,静,"still / calm / quiet / not moving
still / calm / quiet / not moving"
jìng,竟,"unexpectedly / actually / to go so far as to / indeed
unexpectedly / actually / to go so far as to / indeed"
jìng,靖,"pacify / quiet
quiet / peaceful / to make tranquil / to pacify"
jìng,竞,"to compete / to contend / to struggle
to compete / to contend / to struggle"
jìng,迳,"way / path / direct / diameter
way / path / direct / diameter"
jìng,镜,"mirror
mirror / lens"
jìng,獍,"an animal which eats its mother
a mythical animal that eats its mother"
jìng,敬,"to respect / to venerate / to salute / to offer
to respect / to venerate / to salute / to offer"
jìng,痉,"spasm
spasm"
jìng,靓,"make up (face)
attractive / good-looking"
jiōng,扃,"shut
(literary) to shut or bolt a door / door"
