py,ch,en
fǎ,法,"law / method / way / Buddhist teaching / Legalist / France (abbrev.)
old variant of 法[fa3] / law"
fà,珐,enamel ware / cloisonne ware
fān,帆,"sail
to gallop / Taiwan pr. [fan2] / variant of 帆[fan1]"
fān,翻,"flit about / translate / turn over
variant of 翻[fan1]"
fān,幡,banner
fān,番,"(measure word for acts) / deeds / foreign, (surname) / place name
foreign (non-Chinese) / barbarian / classifier for occurrences (of an event, action or speech utterance) / classifier for iterations: times, -fold (as in twofold etc) / classifier for situations: kind, sort"
fán,钒,"vanadium
vanadium (chemistry)"
fán,樊,"(surname) / cage / fence
cage / fence"
fán,烦,"feel vexed / to bother
to feel vexed / to bother / to trouble / superfluous and confusing / edgy"
fán,蘩,Artemisia stellariana
fán,燔,burn / to roast meat for sacrifice
fán,凡,"ordinary / every / all / whatever / worldly
variant of 凡[fan2]"
fán,矾,alum
fán,繁,"complicated / many / in great numbers
complicated / many / in great numbers / abbr. for 繁體|繁体[fan2 ti3], traditional form of Chinese characters"
fán,蹯,paws of animal
fán,蕃,"flourishing / to reproduce
luxuriant / flourishing / to reproduce / to proliferate"
fǎn,返,to return (to)
fǎn,反,"wrong side out or up / anti-
contrary / in reverse / inside out or upside down / to reverse / to return / to oppose / opposite / against / anti- / to rebel / to use analogy / instead / abbr. for 反切[fan3 qie4] phonetic system"
fàn,梵,"Brahma / Sanskrit
abbr. for 梵教[Fan4 jiao4] Brahmanism / abbr. for Sanskrit 梵語|梵语[Fan4 yu3] or 梵文[Fan4 wen2] / abbr. for 梵蒂岡|梵蒂冈[Fan4 di4 gang1], the Vatican"
fàn,畈,field / farm
fàn,贩,"deal in / trade in / to peddle / to sell
to deal in / to buy and sell / to trade in / to retail / to peddle"
fàn,泛,"broad / vast / float / pan-, float / general / vague
to float / to be suffused with / general / extensive / non-specific / flood / pan- (prefix)"
fàn,犯,"to violate / to offend
to violate / to offend / to assault / criminal / crime / to make a mistake / recurrence (of mistake or sth bad)"
fàn,饭,"food / cuisine / cooked rice / meal / CL:碗[wan3],頓|顿[dun4]"
fàn,范,"pattern / model / example / (surname)
surname Fan"
fāng,方,"square / quadrilateral / direction / just
square / power or involution (mathematics) / upright / honest / fair and square / direction / side / party (to a contract, dispute etc) / place / method / prescription (medicine) / just when / only or just / classifier for square things / abbr. for square or cubic meter"
fāng,芳,fragrant
fāng,邡,name of a district in Sichuan
fāng,坊,"subdivision of a city
workshop / mill"
fāng,枋,"Santalum album
Santalum album / square wooden pillar"
fāng,钫,"francium
francium (chemistry)"
fāng,匚,"box / basket
radical in Chinese characters (Kangxi radical 22), occurring in 区, 医, 匹 etc / see also 三框欄|三框栏[san1 kuang4 lan2] / see also 區字框|区字框[qu1 zi4 kuang4]"
fáng,妨,"hinder / harm
to hinder / (in the negative or interrogative) (no) harm / (what) harm"
fáng,房,"house
house / room / CL:間|间[jian1] / branch of an extended family / classifier for family members (or concubines)"
fáng,肪,animal fat
fáng,鲂,bream / Zeus japanicus
fáng,防,to protect / to defend / to guard against / to prevent
fǎng,纺,"spin
to spin (cotton or hemp etc) / fine woven silk fabric"
fǎng,仿,"to imitate / to copy, imitate, seemingly
seemingly"
fǎng,访,"inquire / seek / visit
to visit / to call on / to seek / to inquire / to investigate"
fǎng,舫,2 boats lashed together / large boat
fàng,放,"to release / to free / to let go / to put / to place / to let out
to put / to place / to release / to free / to let go / to let out / to set off (fireworks)"
fēi,啡,"coffee
(phonetic component)"
fēi,飞,to fly
fēi,扉,door with only one leaf
fēi,菲,"rich / luxurious / phenanthrene (chemical) / Philippines
poor / humble / unworthy / radish (old)"
fēi,非,"non- / not- / un-
to not be / not / wrong / incorrect / non- / un- / in- / to reproach or blame / (colloquial) to insist on / simply must"
fēi,霏,fall of snow
fēi,妃,imperial concubine
fēi,绯,dark red / purple silk
féi,肥,"loose-fitting / fat / fertile
fat / fertile / loose-fitting or large / to fertilize / to become rich by illegal means / fertilizer / manure"
féi,淝,name of a river
féi,腓,calf of leg / decay / protect
fěi,斐,"(phonetic) / (surname) / elegant
phonetic fei or fi / elegant / phi (Greek letter Φ, φ)"
fěi,翡,green jade / kingfisher
fěi,榧,Torreya nucifera
fěi,匪,"bandit
bandit / (literary) not"
fěi,诽,slander
fěi,篚,round covered basket
fěi,悱,want but cannot speak
fēi,蜚,gad-fly
fèi,沸,"boil
to boil"
fèi,肺,"lung
lung / CL:個|个[ge4]"
fèi,吠,to bark
fèi,费,to cost / to spend / fee / wasteful / expenses / (surname)
fèi,痱,prickly heat
fèi,狒,hamadryad baboon
fèi,废,"abolish / crippled
variant of 廢|废[fei4] / disabled"
fèi,砩,"dam up water with rocks, name of a stone
name of a stone"
fèi,芾,"small, luxuriance of vegetation
luxuriance of vegetation"
fú,怫,"anger, anxious
anxious"
fēn,氛,miasma / vapor
fēn,纷,numerous / confused / disorderly
fēn,酚,phenol
fēn,芬,"fragrant
perfume / fragrance"
fēn,吩,leave instructions / to order
bīn,玢,porphyrites
fēn,分,"to divide / minute / (a measure word) / (a unit of length = 0.33 centimeter), part
part / share / ingredient / component"
fén,坟,"a grave
grave / tomb / CL:座[zuo4] / embankment / mound / ancient book"
fén,汾,name of a river
fén,焚,"burn
to burn"
fén,棼,beams in roof / confused
fén,鼢,(mole)
fěn,粉,"dust / powder
powder / cosmetic face powder / food prepared from starch / noodles or pasta made from any kind of flour / whitewash / white / pink"
fèn,偾,"instigate / ruin / destroy
to instigate / to ruin / to destroy"
fèn,份,"(a measure word for gifts, copies of a newspaper) / copy (of newspaper, magazine, etc.) / share / portion / part / (a measure word)
classifier for gifts, newspaper, magazine, papers, reports, contracts etc / variant of 分[fen4]"
fèn,粪,manure / dung
fèn,奋,"exert oneself
to exert oneself (bound form)"
fèn,愤,indignant / anger / resentment
fèn,忿,"vehement
anger / indignation / hatred"
fēng,烽,beacon fire
fēng,沣,"name of a river
rainy / place name in Shaanxi / Feng River in Shaanxi 陝西|陕西, tributary of Wei River 渭水"
fēng,葑,turnip
fēng,封,"to confer / to grant / to seal / (a measure word)
to confer / to grant / to bestow a title / to seal / classifier for sealed objects, esp. letters"
fēng,酆,"(surname) / name of an ancient city
Zhou Dynasty capital / surname Feng"
fēng,锋,"point or edge of a tool
point of a spear / edge of a tool / vanguard / forward (in sports team)"
fēng,疯,insane / mad / wild
fēng,风,"wind / news / style / custom / manner / CL:陣|阵[zhen4],絲|丝[si1]"
fēng,枫,"maple
maple (genus Acer)"
fēng,蜂,"bee / wasp
old variant of 蜂[feng1]"
fēng,峰,"peak / summit
(of a mountain) high and tapered peak or summit / mountain-like in appearance / highest level / classifier for camels"
fēng,丰,"buxom / good-looking / appearance and carriage of a person, (surname) / abundant / plentiful / great
abundant / plentiful / fertile / plump / great"
féng,逢,"every time / meet by chance
to meet by chance / to come across / (of a calendar event) to come along / (of an event) to fall on (a particular day) / to fawn upon"
féng,缝,"to sew / to stitch, crack / seam
seam / crack / narrow slit / CL:道[dao4]"
fěng,唪,recite / chant
fèng,奉,"to receive (from superior) / to offer / to revere
to offer (tribute) / to present respectfully (to superior, ancestor, deity etc) / to esteem / to revere / to believe in (a religion) / to wait upon / to accept orders (from superior)"
fèng,凤,phoenix
fèng,俸,salary
fēng,讽,"satirize
to satirize / to mock / to recite / Taiwan pr. [feng4]"
fó,佛,"Buddha / Buddhism, seemingly
(female) head ornament / variant of 彿|佛[fu2]"
fǒu,缶,pottery
fǒu,否,"to negate / to deny / not, clogged / evil
clogged / evil"
fū,麸,bran
fū,敷,"announce / apply
to spread / to lay out / to apply (powder, ointment etc) / sufficient (to cover) / enough"
fū,孵,"hatch
breeding / to incubate / to hatch"
fū,趺,instep / tarsus
fū,跗,instep / tarsus
fū,夫,"porter, husband / man
(classical) this, that / he, she, they / (exclamatory final particle) / (initial particle, introduces an opinion)"
fū,肤,skin
fú,袱,bundle wrapped in cloth
fú,扶,"to support with hand / to help sb. up / to help
to support with the hand / to help sb up / to support oneself by holding onto something / to help"
fú,黻,(embroidery)
fú,桴,beam / rafter
fú,福,"good fortune
good fortune / happiness / luck"
fú,服,"clothes / dress / garment / submit / take (medicine)
dose (measure word for medicine) / Taiwan pr. [fu2]"
fú,凫,"mallard / Anas platyrhyncha
old variant of 鳧|凫[fu2]"
fú,弗,not
fú,芙,"lotus
see 芙蓉[fu2 rong2], lotus"
fú,绋,heavy rope / rope of a bier
fú,拂,to brush away
fú,蜉,(dragon fly) / (large ant) / (wasp)
fú,氟,"fluorine
fluorine (chemistry)"
fú,菔,turnip
fú,蚨,(water-beetle) / money
fú,艴,angry
fú,罘,place name
fú,匐,to fall prostrate
fú,伏,"conceal (ambush) / prostrate / submit
to lean over / to fall (go down) / to hide (in ambush) / to conceal oneself / to lie low / hottest days of summer / to submit / to concede defeat / to overcome / to subdue / volt"
fú,茯,Pachyma cocos / china root
fú,俘,"prisoner of war
to take prisoner / prisoner of war"
fú,郛,suburbs
fú,涪,(name of a river)
fú,浮,"to float
to float / superficial / floating / unstable / movable / provisional / temporary / transient / impetuous / hollow / inflated / to exceed / superfluous / excessive / surplus"
fú,孚,"trust
to trust / to believe in"
fú,幅,"(measure word for textile or picture) / width / roll
width / roll / classifier for textiles or pictures"
fú,祓,"cleanse / remove evil
to cleanse / to remove evil / ritual for seeking good fortune and avoiding disaster"
fú,绂,ribbon for a seal / sash
fú,苻,Angelica anomala
fú,蝠,bat
fú,符,mark / sign / talisman / to seal / to correspond (to) / tally / symbol / written charm / to coincide
fú,辐,spoke of a wheel
fú,缚,to bind / to tie / Taiwan pr. [fu2]
fú,莩,"pellicle of culms, die of starvation
used for 殍 piǎo, to die of starvation"
fǔ,斧,hatchet
fǔ,甫,"just / just now
(classical) barely / just / just now"
fǔ,黼,(embroidery)
fǔ,府,"prefecture / mansion
seat of government / government repository (archive) / official residence / mansion / presidential palace / (honorific) Your home / prefecture (from Tang to Qing times)"
fǔ,辅,to assist / to complement / auxiliary
fǔ,俯,"look down / stoop
variant of 俯[fu3]"
fǔ,釜,kettle / cauldron
fǔ,抚,"to comfort / touch gently with hand
to comfort / to console / to stroke / to caress / an old term for province or provincial governor"
fǔ,腐,decay / rotten
fǔ,拊,pat
fǔ,滏,name of a river in Hebei
fǔ,腑,internal organs
fǔ,呒,"unclear / an expletive
dialectal equivalent of 沒有|没有[mei2 you3]"
fǔ,脯,"candied fruit, chest (thorax)
chest / breast"
fù,负,"lose / negative (math. etc.) / to bear / to carry (on one's back)
to bear / to carry (on one's back) / to turn one's back on / to be defeated / negative (math. etc)"
fù,傅,"(surname) / tutor
tutor"
fù,副,"secondary / auxiliary / deputy / assistant / vice- / (measure word for a pair)
secondary / auxiliary / deputy / assistant / vice- / abbr. for 副詞|副词 adverb / classifier for pairs, sets of things & facial expressions"
fù,腹,abdomen / stomach / belly
fù,驸,prince consort
fù,赙,to contribute to funeral expenses
fù,阜,abundant / mound
fù,蝮,"venomous snake
insect / poisonous snake (archaic)"
fù,复,"again / recover / reply to a letter / to repeat / to duplicate, repeat, double, overlap
variant of 復|复[fu4] / to reply to a letter"
fù,赋,poetic essay / taxation / to bestow on / to endow with
fù,赴,"go towards / go to / attend (a banquet, etc.) / to go
to go / to visit (e.g. another country) / to attend (a banquet etc)"
fù,附,to add / to attach / to be close to / to be attached
fù,鳆,Haliotis gigantea / sea ear
fù,覆,to cover / to overflow / to reply to a letter / to overturn / to capsize
fù,付,"pay
to pay / to hand over to / classifier for pairs or sets of things"
fù,妇,"woman
old variant of 婦|妇[fu4]"
fù,讣,"obituary notice
to report a bereavement / obituary"
fù,咐,to order
fù,富,"rich
rich / abundant / wealthy"
fù,鲋,silver carp
fù,父,father
gé,噶,"(phonetic)
phonetic ga (used in rendering Tibetan and Mongolian sounds) / Tibetan Ge: language of Buddha / (dialect) final particle similar to 了[le5] (esp. in Yunnan)"
qíu,钆,gadolinium (chemistry)
gā,嘎,"cackling sound
old variant of 嘎[ga2]"
gǎ,尕,"(phonetic)
little (dialect)"
gà,尬,"in an embarrassing situation
see 尷尬|尴尬[gan1 ga4]"
gāi,垓,boundary
gāi,赅,"(surname) / include in / prepare
complete / full"
gāi,陔,step / terrace
gāi,该,"that / the above-mentioned / most likely / to deserve / should / ought to / owe
should / ought to / probably / must be / to deserve / to owe / to be sb's turn to do sth / that / the above-mentioned"
gǎi,改,to change / to alter / to transform / to correct
gài,溉,to irrigate
gài,概,"general / approximate
old variant of 概[gai4]"
gài,戤,infringe upon a trade mark
gài,钙,"calcium
calcium (chemistry)"
gài,丐,"beg for alms / beggar
variant of 丐[gai4]"
gài,盖,lid / top / cover / canopy / to cover / to conceal / to build
gān,柑,large tangerine
gān,甘,"(surname) / sweet
sweet / willing"
